,NO2,SO2,sample
6694,13.2,0.45,67
6692,16.1,0.525,67
7018,57.4,7.800000000000002,67
6695,28.9,0.1,67
6676,4.0,0.0,67
7021,22.3,1.4,67
7047,33.1,2.8,67
7017,66.7,2.35,67
6691,17.450000000000006,0.9,67
7019,36.0,3.7,67
6688,12.8,0.55,67
6682,21.85,0.0,67
7039,17.1,1.25,67
6674,64.15,2.45,67
7032,63.6,3.4,67
7026,27.4,2.55,67
7021,22.3,1.4,67
7030,65.7,2.6,67
7031,66.2,2.1,67
7035,19.8,1.9,67
6691,17.450000000000006,0.9,67
7037,18.7,1.9,67
7030,65.7,2.6,67
6672,21.2,0.425,67
6684,55.5,2.25,67
6683,30.1,1.175,67
7025,29.5,2.4000000000000004,67
6675,6.8,0.0,67
6683,30.1,1.175,67
6700,26.0,0.825,67
7029,61.5,2.25,67
7037,18.7,1.9,67
6687,20.35,1.7999999999999998,67
7017,66.7,2.35,67
7033,17.2,1.9,67
6694,13.2,0.45,67
6673,33.85,1.1,67
6677,16.3,0.0,67
6693,14.0,0.05,67
6701,12.8,0.475,67
7040,15.5,1.5499999999999998,67
7035,19.8,1.9,67
6699,15.95,0.75,67
6694,13.2,0.45,67
6673,33.85,1.1,67
7019,36.0,3.7,67
6688,12.8,0.55,67
6696,13.65,0.95,67
6682,21.85,0.0,67
6696,13.65,0.95,67
7038,22.7,1.7,67
7024,23.2,2.2,68
7047,33.1,2.8,68
7043,26.4,2.8,68
7024,23.2,2.2,68
6690,14.5,0.575,68
6673,33.85,1.1,68
7028,54.6,3.95,68
7037,18.7,1.9,68
7041,17.6,1.65,68
6702,16.95,2.175,68
6672,21.2,0.425,68
7044,22.0,3.3,68
7025,29.5,2.4000000000000004,68
7035,19.8,1.9,68
6682,21.85,0.0,68
6697,16.6,0.275,68
6684,55.5,2.25,68
6700,26.0,0.825,68
7033,17.2,1.9,68
6695,28.9,0.1,68
7047,33.1,2.8,68
7032,63.6,3.4,68
7035,19.8,1.9,68
7024,23.2,2.2,68
6684,55.5,2.25,68
6690,14.5,0.575,68
6701,12.8,0.475,68
7044,22.0,3.3,68
7033,17.2,1.9,68
7039,17.1,1.25,68
7040,15.5,1.5499999999999998,68
7023,24.1,1.8,68
7022,16.8,2.45,68
6696,13.65,0.95,68
7042,9.0,2.1,68
7020,23.4,5.5,68
7031,66.2,2.1,68
7040,15.5,1.5499999999999998,68
6689,17.1,0.025,68
6688,12.8,0.55,68
7028,54.6,3.95,68
7030,65.7,2.6,68
6685,19.3,1.15,68
6686,18.05,0.25,68
6684,55.5,2.25,68
7027,19.9,5.449999999999998,68
6675,6.8,0.0,68
6674,64.15,2.45,68
7030,65.7,2.6,68
6691,17.450000000000006,0.9,68
7036,16.3,1.45,68
6681,20.75,6.425,68
6696,13.65,0.95,68
6675,6.8,0.0,68
6691,17.450000000000006,0.9,68
6694,13.2,0.45,68
6675,6.8,0.0,68
6680,32.6,0.7,68
7042,9.0,2.1,68
7026,27.4,2.55,68
7033,17.2,1.9,68
7023,24.1,1.8,68
6700,26.0,0.825,69
7043,26.4,2.8,69
7046,34.6,2.15,69
6696,13.65,0.95,69
7020,23.4,5.5,69
6685,19.3,1.15,69
7019,36.0,3.7,69
7031,66.2,2.1,69
7030,65.7,2.6,69
6683,30.1,1.175,69
7033,17.2,1.9,69
6697,16.6,0.275,69
6686,18.05,0.25,69
6673,33.85,1.1,69
6678,29.8,0.45,69
6697,16.6,0.275,69
6692,16.1,0.525,69
6675,6.8,0.0,69
7045,19.4,1.5,69
7046,34.6,2.15,69
7035,19.8,1.9,69
6699,15.95,0.75,69
7046,34.6,2.15,69
7021,22.3,1.4,69
6697,16.6,0.275,69
6700,26.0,0.825,69
6693,14.0,0.05,69
6686,18.05,0.25,69
6693,14.0,0.05,69
7025,29.5,2.4000000000000004,69
7023,24.1,1.8,69
6692,16.1,0.525,69
6702,16.95,2.175,69
6678,29.8,0.45,69
7030,65.7,2.6,69
6674,64.15,2.45,69
7017,66.7,2.35,69
6675,6.8,0.0,69
7039,17.1,1.25,69
6699,15.95,0.75,69
6680,32.6,0.7,69
6677,16.3,0.0,69
6675,6.8,0.0,69
7046,34.6,2.15,69
7025,29.5,2.4000000000000004,69
7030,65.7,2.6,69
6701,12.8,0.475,69
6692,16.1,0.525,69
7038,22.7,1.7,69
7025,29.5,2.4000000000000004,69
7031,66.2,2.1,69
7026,27.4,2.55,69
7045,19.4,1.5,69
7037,18.7,1.9,69
7033,17.2,1.9,69
6679,21.8,0.9,69
7017,66.7,2.35,69
6685,19.3,1.15,69
6679,21.8,0.9,69
7020,23.4,5.5,69
6691,17.450000000000006,0.9,69
7044,22.0,3.3,69
