,NO2,SO2,sample
7044,22.0,3.3,33
7017,66.7,2.35,33
6681,20.75,6.425,33
7024,23.2,2.2,33
6684,55.5,2.25,33
6673,33.85,1.1,33
6694,13.2,0.45,33
7025,29.5,2.4000000000000004,33
6674,64.15,2.45,33
6692,16.1,0.525,33
6681,20.75,6.425,33
6674,64.15,2.45,33
6686,18.05,0.25,33
6681,20.75,6.425,33
7032,63.6,3.4,33
6680,32.6,0.7,33
7038,22.7,1.7,33
6687,20.35,1.7999999999999998,33
6695,28.9,0.1,33
6691,17.450000000000006,0.9,33
6701,12.8,0.475,33
6684,55.5,2.25,33
6672,21.2,0.425,33
6675,6.8,0.0,33
7045,19.4,1.5,33
6678,29.8,0.45,33
7041,17.6,1.65,33
7035,19.8,1.9,33
7021,22.3,1.4,34
6692,16.1,0.525,34
6701,12.8,0.475,34
7024,23.2,2.2,34
7047,33.1,2.8,34
6698,17.65,1.125,34
7034,18.7,4.5,34
6697,16.6,0.275,34
6690,14.5,0.575,34
6685,19.3,1.15,34
7040,15.5,1.5499999999999998,34
7037,18.7,1.9,34
7025,29.5,2.4000000000000004,34
7027,19.9,5.449999999999998,34
7043,26.4,2.8,34
6702,16.95,2.175,34
6678,29.8,0.45,34
7018,57.4,7.800000000000002,34
6680,32.6,0.7,34
6673,33.85,1.1,34
7043,26.4,2.8,34
7045,19.4,1.5,34
7021,22.3,1.4,34
7047,33.1,2.8,34
6678,29.8,0.45,34
6676,4.0,0.0,34
6693,14.0,0.05,34
7019,36.0,3.7,34
6687,20.35,1.7999999999999998,34
6685,19.3,1.15,34
7045,19.4,1.5,34
6680,32.6,0.7,34
6677,16.3,0.0,34
7030,65.7,2.6,34
7033,17.2,1.9,34
7040,15.5,1.5499999999999998,34
7036,16.3,1.45,34
7022,16.8,2.45,34
7040,15.5,1.5499999999999998,34
7026,27.4,2.55,34
6673,33.85,1.1,34
7041,17.6,1.65,34
7044,22.0,3.3,34
7022,16.8,2.45,34
7029,61.5,2.25,34
7027,19.9,5.449999999999998,34
7027,19.9,5.449999999999998,34
7046,34.6,2.15,34
6690,14.5,0.575,34
7028,54.6,3.95,34
7029,61.5,2.25,34
6688,12.8,0.55,34
6672,21.2,0.425,34
6675,6.8,0.0,34
7044,22.0,3.3,34
7045,19.4,1.5,34
7022,16.8,2.45,34
6701,12.8,0.475,34
7031,66.2,2.1,34
6701,12.8,0.475,34
7043,26.4,2.8,34
6700,26.0,0.825,34
7031,66.2,2.1,35
6692,16.1,0.525,35
6674,64.15,2.45,35
7035,19.8,1.9,35
6696,13.65,0.95,35
6674,64.15,2.45,35
6682,21.85,0.0,35
7024,23.2,2.2,35
7031,66.2,2.1,35
7033,17.2,1.9,35
7022,16.8,2.45,35
7043,26.4,2.8,35
6692,16.1,0.525,35
7030,65.7,2.6,35
7033,17.2,1.9,35
6685,19.3,1.15,35
7024,23.2,2.2,35
7027,19.9,5.449999999999998,35
6702,16.95,2.175,35
7025,29.5,2.4000000000000004,35
6698,17.65,1.125,35
6688,12.8,0.55,35
6695,28.9,0.1,35
7020,23.4,5.5,35
7044,22.0,3.3,35
7040,15.5,1.5499999999999998,35
6690,14.5,0.575,35
7019,36.0,3.7,35
6674,64.15,2.45,35
7040,15.5,1.5499999999999998,35
6689,17.1,0.025,35
6702,16.95,2.175,35
6686,18.05,0.25,35
7032,63.6,3.4,35
6697,16.6,0.275,35
7026,27.4,2.55,35
7030,65.7,2.6,35
7043,26.4,2.8,35
6688,12.8,0.55,35
6684,55.5,2.25,35
6689,17.1,0.025,35
6683,30.1,1.175,35
6693,14.0,0.05,35
7022,16.8,2.45,35
7030,65.7,2.6,35
6682,21.85,0.0,35
7033,17.2,1.9,35
6684,55.5,2.25,35
7040,15.5,1.5499999999999998,35
7021,22.3,1.4,35
6696,13.65,0.95,35
7041,17.6,1.65,35
6690,14.5,0.575,35
6672,21.2,0.425,35
6685,19.3,1.15,35
6673,33.85,1.1,35
6676,4.0,0.0,35
7034,18.7,4.5,35
6678,29.8,0.45,35
6698,17.65,1.125,35
6702,16.95,2.175,35
7026,27.4,2.55,35
6687,20.35,1.7999999999999998,36
7042,9.0,2.1,36
6695,28.9,0.1,36
7031,66.2,2.1,36
7018,57.4,7.800000000000002,36
7019,36.0,3.7,36
6677,16.3,0.0,36
7039,17.1,1.25,36
6674,64.15,2.45,36
7019,36.0,3.7,36
6682,21.85,0.0,36
6692,16.1,0.525,36
7024,23.2,2.2,36
7045,19.4,1.5,36
7027,19.9,5.449999999999998,36
7047,33.1,2.8,36
6695,28.9,0.1,36
7032,63.6,3.4,36
6673,33.85,1.1,36
7040,15.5,1.5499999999999998,36
7021,22.3,1.4,36
6701,12.8,0.475,36
7045,19.4,1.5,36
7044,22.0,3.3,36
6698,17.65,1.125,36
6678,29.8,0.45,36
6672,21.2,0.425,36
7025,29.5,2.4000000000000004,36
6694,13.2,0.45,36
6678,29.8,0.45,36
6688,12.8,0.55,36
7046,34.6,2.15,36
6699,15.95,0.75,36
6691,17.450000000000006,0.9,36
6702,16.95,2.175,36
7017,66.7,2.35,36
7046,34.6,2.15,36
7023,24.1,1.8,36
6674,64.15,2.45,36
7042,9.0,2.1,36
6688,12.8,0.55,36
7028,54.6,3.95,36
6691,17.450000000000006,0.9,36
6702,16.95,2.175,36
6680,32.6,0.7,36
7045,19.4,1.5,36
7046,34.6,2.15,36
6694,13.2,0.45,36
7017,66.7,2.35,36
6695,28.9,0.1,36
6680,32.6,0.7,36
6701,12.8,0.475,36
6692,16.1,0.525,36
7037,18.7,1.9,36
6694,13.2,0.45,36
6699,15.95,0.75,36
7031,66.2,2.1,36
6677,16.3,0.0,36
7046,34.6,2.15,36
6691,17.450000000000006,0.9,36
6686,18.05,0.25,36
7035,19.8,1.9,36
7042,9.0,2.1,37
7037,18.7,1.9,37
7040,15.5,1.5499999999999998,37
6698,17.65,1.125,37
7020,23.4,5.5,37
6692,16.1,0.525,37
7044,22.0,3.3,37
7025,29.5,2.4000000000000004,37
7037,18.7,1.9,37
6683,30.1,1.175,37
6693,14.0,0.05,37
6676,4.0,0.0,37
6672,21.2,0.425,37
7026,27.4,2.55,37
7034,18.7,4.5,37
6699,15.95,0.75,37
6674,64.15,2.45,37
7017,66.7,2.35,37
7046,34.6,2.15,37
7035,19.8,1.9,37
7023,24.1,1.8,37
6683,30.1,1.175,37
7039,17.1,1.25,37
6677,16.3,0.0,37
7021,22.3,1.4,37
7039,17.1,1.25,37
6692,16.1,0.525,37
7036,16.3,1.45,37
6697,16.6,0.275,37
6674,64.15,2.45,37
7031,66.2,2.1,37
7039,17.1,1.25,37
6673,33.85,1.1,37
7028,54.6,3.95,37
6680,32.6,0.7,37
7023,24.1,1.8,37
7026,27.4,2.55,37
7035,19.8,1.9,37
7037,18.7,1.9,37
6688,12.8,0.55,37
6692,16.1,0.525,37
7047,33.1,2.8,37
6692,16.1,0.525,37
7028,54.6,3.95,37
7026,27.4,2.55,37
7045,19.4,1.5,37
7036,16.3,1.45,37
7038,22.7,1.7,37
7020,23.4,5.5,37
7019,36.0,3.7,37
7044,22.0,3.3,37
7041,17.6,1.65,37
6674,64.15,2.45,37
6691,17.450000000000006,0.9,37
7034,18.7,4.5,37
7038,22.7,1.7,37
6693,14.0,0.05,37
6695,28.9,0.1,37
7028,54.6,3.95,37
7034,18.7,4.5,37
6700,26.0,0.825,37
6683,30.1,1.175,37
7020,23.4,5.5,38
6694,13.2,0.45,38
6685,19.3,1.15,38
7042,9.0,2.1,38
6702,16.95,2.175,38
7041,17.6,1.65,38
7039,17.1,1.25,38
7024,23.2,2.2,38
6695,28.9,0.1,38
7025,29.5,2.4000000000000004,38
7036,16.3,1.45,38
7019,36.0,3.7,38
7024,23.2,2.2,38
6687,20.35,1.7999999999999998,38
6672,21.2,0.425,38
6693,14.0,0.05,38
6685,19.3,1.15,38
7020,23.4,5.5,38
6685,19.3,1.15,38
7040,15.5,1.5499999999999998,38
7035,19.8,1.9,38
7039,17.1,1.25,38
7044,22.0,3.3,38
6674,64.15,2.45,38
6677,16.3,0.0,38
7044,22.0,3.3,38
7030,65.7,2.6,38
7040,15.5,1.5499999999999998,38
6682,21.85,0.0,38
7022,16.8,2.45,38
6698,17.65,1.125,38
6700,26.0,0.825,38
6682,21.85,0.0,38
6673,33.85,1.1,38
7045,19.4,1.5,38
6683,30.1,1.175,38
7042,9.0,2.1,38
6695,28.9,0.1,38
7044,22.0,3.3,38
6695,28.9,0.1,38
7018,57.4,7.800000000000002,38
6689,17.1,0.025,38
7025,29.5,2.4000000000000004,38
6692,16.1,0.525,38
6693,14.0,0.05,38
6690,14.5,0.575,38
6673,33.85,1.1,38
6688,12.8,0.55,38
7025,29.5,2.4000000000000004,38
7036,16.3,1.45,38
7040,15.5,1.5499999999999998,38
6675,6.8,0.0,38
6681,20.75,6.425,38
7028,54.6,3.95,38
6685,19.3,1.15,38
6685,19.3,1.15,38
6697,16.6,0.275,38
6682,21.85,0.0,38
6696,13.65,0.95,38
6702,16.95,2.175,38
6702,16.95,2.175,38
6702,16.95,2.175,38
7028,54.6,3.95,39
7021,22.3,1.4,39
7043,26.4,2.8,39
6696,13.65,0.95,39
6702,16.95,2.175,39
6694,13.2,0.45,39
7027,19.9,5.449999999999998,39
6685,19.3,1.15,39
7035,19.8,1.9,39
6688,12.8,0.55,39
6677,16.3,0.0,39
6676,4.0,0.0,39
6690,14.5,0.575,39
7023,24.1,1.8,39
7028,54.6,3.95,39
6683,30.1,1.175,39
7020,23.4,5.5,39
6686,18.05,0.25,39
7041,17.6,1.65,39
7021,22.3,1.4,39
6693,14.0,0.05,39
6684,55.5,2.25,39
7031,66.2,2.1,39
6685,19.3,1.15,39
6677,16.3,0.0,39
6682,21.85,0.0,39
6701,12.8,0.475,39
7040,15.5,1.5499999999999998,39
6674,64.15,2.45,39
6680,32.6,0.7,39
6686,18.05,0.25,39
6678,29.8,0.45,39
6675,6.8,0.0,39
7017,66.7,2.35,39
6683,30.1,1.175,39
6696,13.65,0.95,39
7017,66.7,2.35,39
6686,18.05,0.25,39
6701,12.8,0.475,39
6698,17.65,1.125,39
7035,19.8,1.9,39
6679,21.8,0.9,39
6698,17.65,1.125,39
6686,18.05,0.25,39
6677,16.3,0.0,39
7034,18.7,4.5,39
7044,22.0,3.3,39
7036,16.3,1.45,39
7018,57.4,7.800000000000002,39
6692,16.1,0.525,39
7038,22.7,1.7,39
6695,28.9,0.1,39
6694,13.2,0.45,39
7025,29.5,2.4000000000000004,39
6685,19.3,1.15,39
7024,23.2,2.2,39
6695,28.9,0.1,39
7047,33.1,2.8,39
7026,27.4,2.55,39
6702,16.95,2.175,39
7045,19.4,1.5,39
7028,54.6,3.95,39
6674,64.15,2.45,40
7032,63.6,3.4,40
6692,16.1,0.525,40
6691,17.450000000000006,0.9,40
6699,15.95,0.75,40
7022,16.8,2.45,40
6676,4.0,0.0,40
6687,20.35,1.7999999999999998,40
6698,17.65,1.125,40
6694,13.2,0.45,40
7017,66.7,2.35,40
6701,12.8,0.475,40
6677,16.3,0.0,40
7047,33.1,2.8,40
6678,29.8,0.45,40
6686,18.05,0.25,40
7047,33.1,2.8,40
7039,17.1,1.25,40
6689,17.1,0.025,40
7026,27.4,2.55,40
7031,66.2,2.1,40
6686,18.05,0.25,40
6674,64.15,2.45,40
7039,17.1,1.25,40
7036,16.3,1.45,40
6678,29.8,0.45,40
7028,54.6,3.95,40
7019,36.0,3.7,40
6702,16.95,2.175,40
6672,21.2,0.425,40
6677,16.3,0.0,40
6701,12.8,0.475,40
6674,64.15,2.45,40
6685,19.3,1.15,40
7036,16.3,1.45,40
6676,4.0,0.0,40
7038,22.7,1.7,40
7028,54.6,3.95,40
7041,17.6,1.65,40
6694,13.2,0.45,40
7041,17.6,1.65,40
6698,17.65,1.125,40
6675,6.8,0.0,40
6676,4.0,0.0,40
6683,30.1,1.175,40
6686,18.05,0.25,40
7018,57.4,7.800000000000002,40
6697,16.6,0.275,40
6678,29.8,0.45,40
6695,28.9,0.1,40
6691,17.450000000000006,0.9,40
7026,27.4,2.55,40
7045,19.4,1.5,40
6696,13.65,0.95,40
6691,17.450000000000006,0.9,40
7043,26.4,2.8,40
6688,12.8,0.55,40
6698,17.65,1.125,40
7021,22.3,1.4,40
7020,23.4,5.5,40
7033,17.2,1.9,40
6680,32.6,0.7,40
6700,26.0,0.825,41
6688,12.8,0.55,41
7039,17.1,1.25,41
6678,29.8,0.45,41
7033,17.2,1.9,41
6684,55.5,2.25,41
6689,17.1,0.025,41
7025,29.5,2.4000000000000004,41
7019,36.0,3.7,41
6682,21.85,0.0,41
6685,19.3,1.15,41
7037,18.7,1.9,41
6687,20.35,1.7999999999999998,41
7028,54.6,3.95,41
6690,14.5,0.575,41
6680,32.6,0.7,41
6700,26.0,0.825,41
6680,32.6,0.7,41
7044,22.0,3.3,41
6673,33.85,1.1,41
7025,29.5,2.4000000000000004,41
7041,17.6,1.65,41
7042,9.0,2.1,41
6678,29.8,0.45,41
7042,9.0,2.1,41
7021,22.3,1.4,41
6692,16.1,0.525,41
6694,13.2,0.45,41
7021,22.3,1.4,41
6702,16.95,2.175,41
6699,15.95,0.75,41
6687,20.35,1.7999999999999998,41
6696,13.65,0.95,41
7021,22.3,1.4,41
6680,32.6,0.7,41
6674,64.15,2.45,41
7045,19.4,1.5,41
7040,15.5,1.5499999999999998,41
6681,20.75,6.425,41
7021,22.3,1.4,41
6680,32.6,0.7,41
7047,33.1,2.8,41
6672,21.2,0.425,41
6672,21.2,0.425,41
6680,32.6,0.7,41
6698,17.65,1.125,41
6702,16.95,2.175,41
6674,64.15,2.45,41
7028,54.6,3.95,41
6690,14.5,0.575,41
7018,57.4,7.800000000000002,41
6677,16.3,0.0,41
6697,16.6,0.275,41
7031,66.2,2.1,41
7035,19.8,1.9,41
7028,54.6,3.95,41
7037,18.7,1.9,41
7035,19.8,1.9,41
6695,28.9,0.1,41
6691,17.450000000000006,0.9,41
7037,18.7,1.9,41
7037,18.7,1.9,41
7027,19.9,5.449999999999998,42
7039,17.1,1.25,42
6684,55.5,2.25,42
6689,17.1,0.025,42
6700,26.0,0.825,42
6700,26.0,0.825,42
7026,27.4,2.55,42
7039,17.1,1.25,42
7032,63.6,3.4,42
6687,20.35,1.7999999999999998,42
6675,6.8,0.0,42
7039,17.1,1.25,42
7029,61.5,2.25,42
7032,63.6,3.4,42
7039,17.1,1.25,42
6701,12.8,0.475,42
6682,21.85,0.0,42
6672,21.2,0.425,42
7038,22.7,1.7,42
7046,34.6,2.15,42
7032,63.6,3.4,42
6699,15.95,0.75,42
6679,21.8,0.9,42
6681,20.75,6.425,42
6677,16.3,0.0,42
7024,23.2,2.2,42
6699,15.95,0.75,42
7038,22.7,1.7,42
7023,24.1,1.8,42
6686,18.05,0.25,42
7029,61.5,2.25,42
6697,16.6,0.275,42
7024,23.2,2.2,42
7037,18.7,1.9,42
7032,63.6,3.4,42
6676,4.0,0.0,42
6674,64.15,2.45,42
7025,29.5,2.4000000000000004,42
6684,55.5,2.25,42
7045,19.4,1.5,42
7044,22.0,3.3,42
7046,34.6,2.15,42
6689,17.1,0.025,42
7035,19.8,1.9,42
6700,26.0,0.825,42
6695,28.9,0.1,42
6689,17.1,0.025,42
7036,16.3,1.45,42
6688,12.8,0.55,42
7025,29.5,2.4000000000000004,42
7017,66.7,2.35,42
7038,22.7,1.7,42
7021,22.3,1.4,42
6677,16.3,0.0,42
7046,34.6,2.15,42
6693,14.0,0.05,42
6687,20.35,1.7999999999999998,42
7022,16.8,2.45,42
6681,20.75,6.425,42
7027,19.9,5.449999999999998,42
6699,15.95,0.75,42
7028,54.6,3.95,42
6679,21.8,0.9,43
6698,17.65,1.125,43
7022,16.8,2.45,43
7027,19.9,5.449999999999998,43
7028,54.6,3.95,43
6696,13.65,0.95,43
7027,19.9,5.449999999999998,43
6698,17.65,1.125,43
6689,17.1,0.025,43
6674,64.15,2.45,43
7019,36.0,3.7,43
6684,55.5,2.25,43
6702,16.95,2.175,43
6685,19.3,1.15,43
7020,23.4,5.5,43
7036,16.3,1.45,43
7033,17.2,1.9,43
7035,19.8,1.9,43
6700,26.0,0.825,43
6686,18.05,0.25,43
6701,12.8,0.475,43
6684,55.5,2.25,43
7029,61.5,2.25,43
6683,30.1,1.175,43
6693,14.0,0.05,43
6677,16.3,0.0,43
6678,29.8,0.45,43
6701,12.8,0.475,43
7017,66.7,2.35,43
7023,24.1,1.8,43
6672,21.2,0.425,43
7021,22.3,1.4,43
6698,17.65,1.125,43
7035,19.8,1.9,43
7024,23.2,2.2,43
7034,18.7,4.5,43
7029,61.5,2.25,43
6683,30.1,1.175,43
7042,9.0,2.1,43
7047,33.1,2.8,43
7024,23.2,2.2,43
6677,16.3,0.0,43
7024,23.2,2.2,43
6695,28.9,0.1,43
7041,17.6,1.65,43
6675,6.8,0.0,43
6675,6.8,0.0,43
7025,29.5,2.4000000000000004,43
6675,6.8,0.0,43
6688,12.8,0.55,43
6693,14.0,0.05,43
6698,17.65,1.125,43
6680,32.6,0.7,43
6696,13.65,0.95,43
7021,22.3,1.4,43
7044,22.0,3.3,43
7027,19.9,5.449999999999998,43
7047,33.1,2.8,43
7023,24.1,1.8,43
7023,24.1,1.8,43
6700,26.0,0.825,43
7043,26.4,2.8,43
6675,6.8,0.0,44
6689,17.1,0.025,44
6686,18.05,0.25,44
6698,17.65,1.125,44
7020,23.4,5.5,44
7037,18.7,1.9,44
6682,21.85,0.0,44
7021,22.3,1.4,44
6679,21.8,0.9,44
6699,15.95,0.75,44
7042,9.0,2.1,44
7023,24.1,1.8,44
7035,19.8,1.9,44
6672,21.2,0.425,44
6699,15.95,0.75,44
6676,4.0,0.0,44
6684,55.5,2.25,44
7029,61.5,2.25,44
6676,4.0,0.0,44
6689,17.1,0.025,44
7018,57.4,7.800000000000002,44
6673,33.85,1.1,44
6694,13.2,0.45,44
6674,64.15,2.45,44
6688,12.8,0.55,44
6701,12.8,0.475,44
6702,16.95,2.175,44
6680,32.6,0.7,44
6681,20.75,6.425,44
6680,32.6,0.7,44
6701,12.8,0.475,44
6691,17.450000000000006,0.9,44
7039,17.1,1.25,44
7035,19.8,1.9,44
7031,66.2,2.1,44
7038,22.7,1.7,44
7035,19.8,1.9,44
6677,16.3,0.0,44
7023,24.1,1.8,44
7017,66.7,2.35,44
6692,16.1,0.525,44
6697,16.6,0.275,44
6691,17.450000000000006,0.9,44
7020,23.4,5.5,44
7033,17.2,1.9,44
6683,30.1,1.175,44
7021,22.3,1.4,44
7031,66.2,2.1,44
6702,16.95,2.175,44
6674,64.15,2.45,44
6679,21.8,0.9,44
7030,65.7,2.6,44
6691,17.450000000000006,0.9,44
6690,14.5,0.575,44
6677,16.3,0.0,44
6674,64.15,2.45,44
7035,19.8,1.9,44
6702,16.95,2.175,44
6701,12.8,0.475,44
7026,27.4,2.55,44
7035,19.8,1.9,44
7041,17.6,1.65,44
6680,32.6,0.7,45
6701,12.8,0.475,45
6675,6.8,0.0,45
6689,17.1,0.025,45
7045,19.4,1.5,45
6690,14.5,0.575,45
6685,19.3,1.15,45
7023,24.1,1.8,45
6673,33.85,1.1,45
7030,65.7,2.6,45
6682,21.85,0.0,45
6700,26.0,0.825,45
7022,16.8,2.45,45
7034,18.7,4.5,45
7046,34.6,2.15,45
7031,66.2,2.1,45
7033,17.2,1.9,45
7027,19.9,5.449999999999998,45
6699,15.95,0.75,45
6692,16.1,0.525,45
6696,13.65,0.95,45
6684,55.5,2.25,45
6691,17.450000000000006,0.9,45
7024,23.2,2.2,45
7019,36.0,3.7,45
7024,23.2,2.2,45
7030,65.7,2.6,45
6679,21.8,0.9,45
6690,14.5,0.575,45
7045,19.4,1.5,45
6676,4.0,0.0,45
7024,23.2,2.2,45
7040,15.5,1.5499999999999998,45
6695,28.9,0.1,45
6702,16.95,2.175,45
6693,14.0,0.05,45
7024,23.2,2.2,45
7047,33.1,2.8,45
7021,22.3,1.4,45
7037,18.7,1.9,45
6691,17.450000000000006,0.9,45
7029,61.5,2.25,45
7023,24.1,1.8,45
6686,18.05,0.25,45
6672,21.2,0.425,45
7042,9.0,2.1,45
6672,21.2,0.425,45
6675,6.8,0.0,45
7040,15.5,1.5499999999999998,45
7035,19.8,1.9,45
7036,16.3,1.45,45
6701,12.8,0.475,45
6688,12.8,0.55,45
6678,29.8,0.45,45
7029,61.5,2.25,45
7042,9.0,2.1,45
6698,17.65,1.125,45
7026,27.4,2.55,45
6694,13.2,0.45,45
7033,17.2,1.9,45
6701,12.8,0.475,45
7047,33.1,2.8,45
7045,19.4,1.5,46
6672,21.2,0.425,46
6697,16.6,0.275,46
7029,61.5,2.25,46
7032,63.6,3.4,46
6689,17.1,0.025,46
6700,26.0,0.825,46
7046,34.6,2.15,46
7038,22.7,1.7,46
6690,14.5,0.575,46
6680,32.6,0.7,46
6680,32.6,0.7,46
6691,17.450000000000006,0.9,46
6681,20.75,6.425,46
7027,19.9,5.449999999999998,46
6699,15.95,0.75,46
7041,17.6,1.65,46
7046,34.6,2.15,46
6694,13.2,0.45,46
6689,17.1,0.025,46
6680,32.6,0.7,46
6690,14.5,0.575,46
6697,16.6,0.275,46
7018,57.4,7.800000000000002,46
7046,34.6,2.15,46
7028,54.6,3.95,46
7038,22.7,1.7,46
7026,27.4,2.55,46
6676,4.0,0.0,46
6677,16.3,0.0,46
6675,6.8,0.0,46
6696,13.65,0.95,46
6684,55.5,2.25,46
6699,15.95,0.75,46
6678,29.8,0.45,46
7041,17.6,1.65,46
6675,6.8,0.0,46
6676,4.0,0.0,46
7030,65.7,2.6,46
6683,30.1,1.175,46
6688,12.8,0.55,46
7025,29.5,2.4000000000000004,46
7034,18.7,4.5,46
7023,24.1,1.8,46
7038,22.7,1.7,46
6698,17.65,1.125,46
7035,19.8,1.9,46
6695,28.9,0.1,46
7022,16.8,2.45,46
6683,30.1,1.175,46
6690,14.5,0.575,46
6687,20.35,1.7999999999999998,46
7036,16.3,1.45,46
7023,24.1,1.8,46
6694,13.2,0.45,46
7019,36.0,3.7,46
7040,15.5,1.5499999999999998,46
7019,36.0,3.7,46
6682,21.85,0.0,46
6685,19.3,1.15,46
6696,13.65,0.95,46
7039,17.1,1.25,46
6675,6.8,0.0,47
7022,16.8,2.45,47
7044,22.0,3.3,47
7027,19.9,5.449999999999998,47
7043,26.4,2.8,47
6689,17.1,0.025,47
6682,21.85,0.0,47
7017,66.7,2.35,47
7040,15.5,1.5499999999999998,47
6681,20.75,6.425,47
6688,12.8,0.55,47
6685,19.3,1.15,47
6688,12.8,0.55,47
6677,16.3,0.0,47
6675,6.8,0.0,47
7045,19.4,1.5,47
7040,15.5,1.5499999999999998,47
7033,17.2,1.9,47
6672,21.2,0.425,47
7028,54.6,3.95,47
7037,18.7,1.9,47
7031,66.2,2.1,47
7021,22.3,1.4,47
7028,54.6,3.95,47
7045,19.4,1.5,47
6700,26.0,0.825,47
7038,22.7,1.7,47
7034,18.7,4.5,47
7046,34.6,2.15,47
7022,16.8,2.45,47
6702,16.95,2.175,47
7044,22.0,3.3,47
7029,61.5,2.25,47
6680,32.6,0.7,47
7027,19.9,5.449999999999998,47
7031,66.2,2.1,47
6697,16.6,0.275,47
6687,20.35,1.7999999999999998,47
7025,29.5,2.4000000000000004,47
6702,16.95,2.175,47
6698,17.65,1.125,47
7026,27.4,2.55,47
7038,22.7,1.7,47
7038,22.7,1.7,47
6693,14.0,0.05,47
6681,20.75,6.425,47
6694,13.2,0.45,47
6676,4.0,0.0,47
7034,18.7,4.5,47
7022,16.8,2.45,47
6681,20.75,6.425,47
6684,55.5,2.25,47
7042,9.0,2.1,47
7039,17.1,1.25,47
7018,57.4,7.800000000000002,47
7022,16.8,2.45,47
6677,16.3,0.0,47
7029,61.5,2.25,47
7020,23.4,5.5,47
7042,9.0,2.1,47
7034,18.7,4.5,47
7019,36.0,3.7,47
6691,17.450000000000006,0.9,48
6673,33.85,1.1,48
6695,28.9,0.1,48
6689,17.1,0.025,48
6681,20.75,6.425,48
7017,66.7,2.35,48
6683,30.1,1.175,48
6673,33.85,1.1,48
6676,4.0,0.0,48
7042,9.0,2.1,48
7017,66.7,2.35,48
6698,17.65,1.125,48
6685,19.3,1.15,48
6682,21.85,0.0,48
6699,15.95,0.75,48
7045,19.4,1.5,48
7017,66.7,2.35,48
6690,14.5,0.575,48
6684,55.5,2.25,48
6688,12.8,0.55,48
6700,26.0,0.825,48
7044,22.0,3.3,48
7031,66.2,2.1,48
6690,14.5,0.575,48
6696,13.65,0.95,48
7033,17.2,1.9,48
7041,17.6,1.65,48
6688,12.8,0.55,48
7031,66.2,2.1,48
7037,18.7,1.9,48
6685,19.3,1.15,48
6691,17.450000000000006,0.9,48
7022,16.8,2.45,48
7044,22.0,3.3,48
6702,16.95,2.175,48
6677,16.3,0.0,48
7046,34.6,2.15,48
6683,30.1,1.175,48
6697,16.6,0.275,48
7042,9.0,2.1,48
6698,17.65,1.125,48
6686,18.05,0.25,48
6682,21.85,0.0,48
6697,16.6,0.275,48
6678,29.8,0.45,48
7023,24.1,1.8,48
6695,28.9,0.1,48
6698,17.65,1.125,48
6694,13.2,0.45,48
6674,64.15,2.45,48
7032,63.6,3.4,48
6689,17.1,0.025,48
6683,30.1,1.175,48
7034,18.7,4.5,48
6675,6.8,0.0,48
6689,17.1,0.025,48
6692,16.1,0.525,48
6694,13.2,0.45,48
6686,18.05,0.25,48
6694,13.2,0.45,48
6696,13.65,0.95,48
6685,19.3,1.15,48
7038,22.7,1.7,49
6674,64.15,2.45,49
6694,13.2,0.45,49
6686,18.05,0.25,49
7042,9.0,2.1,49
7022,16.8,2.45,49
6677,16.3,0.0,49
7024,23.2,2.2,49
7038,22.7,1.7,49
7046,34.6,2.15,49
6679,21.8,0.9,49
6682,21.85,0.0,49
6694,13.2,0.45,49
6688,12.8,0.55,49
6699,15.95,0.75,49
7028,54.6,3.95,49
6694,13.2,0.45,49
6688,12.8,0.55,49
6676,4.0,0.0,49
6681,20.75,6.425,49
6689,17.1,0.025,49
7044,22.0,3.3,49
7037,18.7,1.9,49
6694,13.2,0.45,49
6699,15.95,0.75,49
7034,18.7,4.5,49
7027,19.9,5.449999999999998,49
6692,16.1,0.525,49
7029,61.5,2.25,49
6683,30.1,1.175,49
6673,33.85,1.1,49
7038,22.7,1.7,49
7024,23.2,2.2,49
7042,9.0,2.1,49
6695,28.9,0.1,49
6680,32.6,0.7,49
7039,17.1,1.25,49
6696,13.65,0.95,49
6680,32.6,0.7,49
6695,28.9,0.1,49
6686,18.05,0.25,49
6694,13.2,0.45,49
6689,17.1,0.025,49
6701,12.8,0.475,49
6680,32.6,0.7,49
7040,15.5,1.5499999999999998,49
7043,26.4,2.8,49
6699,15.95,0.75,49
6697,16.6,0.275,49
6682,21.85,0.0,49
7032,63.6,3.4,49
6698,17.65,1.125,49
6683,30.1,1.175,49
6700,26.0,0.825,49
7039,17.1,1.25,49
7028,54.6,3.95,49
7024,23.2,2.2,49
6681,20.75,6.425,49
7023,24.1,1.8,49
7021,22.3,1.4,49
6692,16.1,0.525,49
7028,54.6,3.95,49
6677,16.3,0.0,50
6692,16.1,0.525,50
7034,18.7,4.5,50
7026,27.4,2.55,50
7018,57.4,7.800000000000002,50
6682,21.85,0.0,50
7022,16.8,2.45,50
6694,13.2,0.45,50
6701,12.8,0.475,50
6690,14.5,0.575,50
6676,4.0,0.0,50
7035,19.8,1.9,50
6686,18.05,0.25,50
6697,16.6,0.275,50
7020,23.4,5.5,50
7046,34.6,2.15,50
7043,26.4,2.8,50
7030,65.7,2.6,50
7041,17.6,1.65,50
7019,36.0,3.7,50
7038,22.7,1.7,50
7044,22.0,3.3,50
6687,20.35,1.7999999999999998,50
7039,17.1,1.25,50
